session_id,model,output_length,pre_gap,has_error,is_system_prompt_present,input_tokens,turn_number,turn_cost
swebench__django__django-15554__minimax,minimax-m2.5,568,0.0697,1,1,26140,27,0.0045742000000000005
swebench__django__django-15554__minimax,minimax-m2.5,71,0.0566,1,1,26848,28,0.00410885
swebench__django__django-15554__minimax,minimax-m2.5,66,0.7184,1,1,27397,29,0.00418545
swebench__django__django-15554__minimax,minimax-m2.5,66,0.0576,1,1,27452,30,0.0041937
swebench__django__django-15554__minimax,minimax-m2.5,65,0.0422,1,1,27507,31,0.0042008
swebench__django__django-15554__minimax,minimax-m2.5,79,0.7206,1,1,28237,32,0.004326399999999999
swebench__django__django-15554__minimax,minimax-m2.5,88,0.7267,1,1,29289,33,0.00449455
swebench__django__django-15554__minimax,minimax-m2.5,253,0.7271,1,1,29766,34,0.00475585
swebench__django__django-15554__minimax,minimax-m2.5,585,0.7268,1,1,30180,35,0.0051997499999999995
swebench__django__django-15554__minimax,minimax-m2.5,44,0.7357,1,1,31465,36,0.00477035
swebench__django__django-15554__minimax,minimax-m2.5,413,1.23,1,1,31671,37,0.0052255999999999995
swebench__django__django-15554__minimax,minimax-m2.5,51,0.7357,1,1,33453,38,0.0050766000000000006
swebench__django__django-15554__minimax,minimax-m2.5,412,1.2374,1,1,33673,39,0.005524749999999999
swebench__django__django-15554__minimax,minimax-m2.5,102,0.7371,1,1,35015,40,0.00536955
swebench__django__django-15554__minimax,minimax-m2.5,71,0.7361,1,1,35250,41,0.00536915
swebench__django__django-15554__minimax,minimax-m2.5,51,0.7354,1,1,35551,42,0.0053913
swebench__django__django-15554__minimax,minimax-m2.5,69,4.2854,1,1,35970,43,0.00547485
swebench__django__django-15554__minimax,minimax-m2.5,114,0.7385,1,1,36604,44,0.0056217
swebench__django__django-15554__minimax,minimax-m2.5,316,0.7421,1,1,37023,45,0.0059168499999999995
swebench__django__django-15554__minimax,minimax-m2.5,117,0.0679,1,1,37078,46,0.00569625
swebench__django__django-15554__minimax,minimax-m2.5,448,0.0975,1,1,37524,47,0.0061438
swebench__django__django-15554__minimax,minimax-m2.5,73,0.0987,1,1,38700,48,0.00588895
swebench__django__django-15554__minimax,minimax-m2.5,233,0.7461,1,1,39632,49,0.00621275
swebench__django__django-15554__minimax,minimax-m2.5,189,0.0952,1,1,40100,50,0.006232349999999999
swebench__django__django-15561__minimax,minimax-m2.5,134,0.0,1,1,11530,1,0.0018836
swebench__django__django-15561__minimax,minimax-m2.5,170,0.0451,1,1,11582,2,0.0019328
swebench__django__django-15561__minimax,minimax-m2.5,59,0.7065,1,1,12286,3,0.00191075
swebench__django__django-15561__minimax,minimax-m2.5,84,0.6884,1,1,13534,4,0.0021267
swebench__django__django-15561__minimax,minimax-m2.5,74,0.05,1,1,14046,5,0.002192
swebench__django__django-15561__minimax,minimax-m2.5,71,0.0629,1,1,19114,6,0.00294875
swebench__django__django-15561__minimax,minimax-m2.5,79,0.695,1,1,19312,7,0.0029876499999999997
swebench__django__django-15561__minimax,minimax-m2.5,224,0.0495,1,1,19901,8,0.00324275
swebench__django__django-15561__minimax,minimax-m2.5,80,0.6949,1,1,20431,9,0.00315665
swebench__django__django-15561__minimax,minimax-m2.5,75,0.6964,1,1,20636,10,0.00318165
swebench__django__django-15561__minimax,minimax-m2.5,368,0.0931,1,1,25655,11,0.0042714499999999996
swebench__django__django-15561__minimax,minimax-m2.5,300,0.0463,1,1,26572,12,0.004330799999999999
swebench__django__django-15561__minimax,minimax-m2.5,261,0.7046,1,1,27023,13,0.0043536
swebench__django__django-15561__minimax,minimax-m2.5,600,0.0478,1,1,27390,14,0.0047985
swebench__django__django-15561__minimax,minimax-m2.5,444,0.0437,1,1,27444,15,0.0046272
swebench__django__django-15561__minimax,minimax-m2.5,193,0.0812,1,1,28572,16,0.0045077500000000005
swebench__django__django-15561__minimax,minimax-m2.5,93,0.0543,1,1,28854,17,0.004435049999999999
swebench__django__django-15561__minimax,minimax-m2.5,72,0.713,1,1,29049,18,0.0044401499999999995
swebench__django__django-15561__minimax,minimax-m2.5,74,0.7482,1,1,29308,19,0.0044813
swebench__django__django-15561__minimax,minimax-m2.5,67,1.0633,1,1,29491,20,0.0045007
swebench__django__django-15561__minimax,minimax-m2.5,82,0.7122,1,1,30262,21,0.0046336
swebench__django__django-15561__minimax,minimax-m2.5,102,0.1093,1,1,31037,22,0.0047728499999999995
swebench__django__django-15561__minimax,minimax-m2.5,76,1.3012,1,1,31263,23,0.004776849999999999
swebench__django__django-15561__minimax,minimax-m2.5,89,0.0785,1,1,32104,24,0.00491795
swebench__django__django-15561__minimax,minimax-m2.5,93,0.0596,1,1,32158,25,0.00493065
swebench__django__django-15561__minimax,minimax-m2.5,141,0.7215,1,1,32770,26,0.0050776499999999995
swebench__django__django-15561__minimax,minimax-m2.5,117,0.8106,1,1,33099,27,0.0050994
swebench__django__django-15561__minimax,minimax-m2.5,116,0.7252,1,1,33344,28,0.005135
swebench__django__django-15561__minimax,minimax-m2.5,727,0.7224,1,1,33574,29,0.00587215
swebench__django__django-15561__minimax,minimax-m2.5,56,0.0802,1,1,34451,30,0.00523205
swebench__django__django-15561__minimax,minimax-m2.5,61,0.725,1,1,34661,31,0.005269299999999999
swebench__django__django-15561__minimax,minimax-m2.5,52,4.7821,1,1,35116,32,0.005327199999999999
swebench__django__django-15561__minimax,minimax-m2.5,60,1.3805,1,1,35324,33,0.005367599999999999
swebench__django__django-15561__minimax,minimax-m2.5,81,0.722,1,1,35504,34,0.00541875
swebench__django__django-15561__minimax,minimax-m2.5,72,0.7305,1,1,35698,35,0.0054375
swebench__django__django-15561__minimax,minimax-m2.5,85,0.7304,1,1,35933,36,0.0054877
swebench__django__django-15561__minimax,minimax-m2.5,70,0.7141,1,1,36139,37,0.0055013499999999995
swebench__django__django-15561__minimax,minimax-m2.5,72,0.7273,1,1,36380,38,0.0055398
swebench__django__django-15561__minimax,minimax-m2.5,72,0.7254,1,1,36585,39,0.00557055
swebench__django__django-15561__minimax,minimax-m2.5,112,0.0928,1,1,36996,40,0.0056782
swebench__django__django-15561__minimax,minimax-m2.5,103,0.7309,1,1,37270,41,0.00570895
swebench__django__django-15561__minimax,minimax-m2.5,112,0.7067,1,1,37508,42,0.005755
swebench__django__django-15561__minimax,minimax-m2.5,79,0.737,1,1,37744,43,0.00575245
swebench__django__django-15561__minimax,minimax-m2.5,95,0.7347,1,1,37984,44,0.00580685
swebench__django__django-15561__minimax,minimax-m2.5,175,0.9625,1,1,38200,45,0.00593125
swebench__django__django-15561__minimax,minimax-m2.5,80,0.1196,1,1,38623,46,0.0058854499999999995
swebench__django__django-15561__minimax,minimax-m2.5,50,0.1059,1,1,38875,47,0.00588875
swebench__django__django-15561__minimax,minimax-m2.5,554,0.7372,1,1,39080,48,0.0064991
swebench__django__django-15561__minimax,minimax-m2.5,127,0.7541,1,1,40373,49,0.006202
swebench__django__django-15561__minimax,minimax-m2.5,80,0.7461,1,1,40638,50,0.0061877
swebench__django__django-15563__minimax,minimax-m2.5,97,0.0,1,1,9951,1,0.0016041999999999999
swebench__django__django-15563__minimax,minimax-m2.5,107,0.0404,1,1,10004,2,0.00162365
swebench__django__django-15563__minimax,minimax-m2.5,58,0.7686,1,1,10328,3,0.0016159
swebench__django__django-15563__minimax,minimax-m2.5,119,1.2909,1,1,10934,4,0.00177695
swebench__django__django-15563__minimax,minimax-m2.5,87,0.6888,1,1,11238,5,0.0017857499999999998
swebench__django__django-15563__minimax,minimax-m2.5,58,0.6905,1,1,11438,6,0.0017824
swebench__django__django-15563__minimax,minimax-m2.5,75,0.6967,1,1,11622,7,0.0018295499999999999
swebench__django__django-15563__minimax,minimax-m2.5,68,0.0516,1,1,13614,8,0.0021203
swebench__django__django-15563__minimax,minimax-m2.5,79,0.695,1,1,13801,9,0.0021609999999999997
swebench__django__django-15563__minimax,minimax-m2.5,76,0.0636,1,1,15046,10,0.0023443
swebench__django__django-15563__minimax,minimax-m2.5,473,0.2104,1,1,15866,11,0.00292385
swebench__django__django-15563__minimax,minimax-m2.5,83,0.7043,1,1,16486,12,0.00256835
swebench__django__django-15563__minimax,minimax-m2.5,138,0.0596,1,1,17064,13,0.0027183
swebench__django__django-15563__minimax,minimax-m2.5,268,0.0409,1,1,17118,14,0.0028759
swebench__django__django-15563__minimax,minimax-m2.5,456,0.7029,1,1,17519,15,0.0031522499999999997
swebench__django__django-15563__minimax,minimax-m2.5,45,0.7055,1,1,18529,16,0.0028311
swebench__django__django-15563__minimax,minimax-m2.5,287,1.2093,1,1,18736,17,0.00314045
swebench__django__django-15563__minimax,minimax-m2.5,45,0.7057,1,1,19968,18,0.00304695
swebench__django__django-15563__minimax,minimax-m2.5,284,1.2155,1,1,20178,19,0.0033533
swebench__django__django-15563__minimax,minimax-m2.5,47,1.2269,1,1,21642,20,0.0033003499999999996
swebench__django__django-15563__minimax,minimax-m2.5,284,1.7179,1,1,21855,21,0.0036048499999999997
swebench__django__django-15563__minimax,minimax-m2.5,183,0.7145,1,1,22623,22,0.0036038999999999997
swebench__django__django-15563__minimax,minimax-m2.5,66,0.7162,1,1,23068,23,0.0035360999999999995
swebench__django__django-15563__minimax,minimax-m2.5,62,0.7298,1,1,23277,24,0.00356285
swebench__django__django-15563__minimax,minimax-m2.5,459,4.5737,1,1,23544,25,0.00405945
swebench__django__django-15563__minimax,minimax-m2.5,364,0.0673,1,1,24100,26,0.0040336
swebench__django__django-15563__minimax,minimax-m2.5,398,0.0885,1,1,24789,27,0.00417605
swebench__django__django-15563__minimax,minimax-m2.5,245,0.5789,1,1,25662,28,0.00413105
swebench__django__django-15563__minimax,minimax-m2.5,1241,0.0823,1,1,26604,29,0.00541775
swebench__django__django-15563__minimax,minimax-m2.5,269,0.1106,1,1,29208,30,0.00469055
swebench__django__django-15563__minimax,minimax-m2.5,932,0.0723,1,1,29556,31,0.0055052
swebench__django__django-15563__minimax,minimax-m2.5,965,0.0673,1,1,29609,32,0.0055511
swebench__django__django-15563__minimax,minimax-m2.5,53,0.0877,1,1,30724,33,0.00466955
swebench__django__django-15563__minimax,minimax-m2.5,123,0.7361,1,1,30931,34,0.0047811
swebench__django__django-15563__minimax,minimax-m2.5,93,0.1743,1,1,31275,35,0.0047982
swebench__django__django-15563__minimax,minimax-m2.5,48,0.1197,1,1,31572,36,0.004791
swebench__django__django-15563__minimax,minimax-m2.5,340,0.7363,1,1,31785,37,0.005158749999999999
swebench__django__django-15563__minimax,minimax-m2.5,934,0.1362,1,1,32508,38,0.0059502999999999995
swebench__django__django-15563__minimax,minimax-m2.5,99,0.7666,1,1,34592,39,0.00530265
swebench__django__django-15563__minimax,minimax-m2.5,85,0.7407,1,1,34878,40,0.0053294499999999995
swebench__django__django-15563__minimax,minimax-m2.5,78,0.7471,1,1,35073,41,0.005350649999999999
swebench__django__django-15563__minimax,minimax-m2.5,75,0.7488,1,1,35286,42,0.00537915
swebench__django__django-15563__minimax,minimax-m2.5,88,0.1048,1,1,36886,43,0.0056340999999999995
swebench__django__django-15563__minimax,minimax-m2.5,88,0.7416,1,1,37226,44,0.0056851
swebench__django__django-15563__minimax,minimax-m2.5,90,0.1064,1,1,37803,45,0.00577395
swebench__django__django-15563__minimax,minimax-m2.5,87,0.7447,1,1,38019,46,0.0058029
swebench__django__django-15563__minimax,minimax-m2.5,52,0.749,1,1,38331,47,0.005809449999999999
swebench__django__django-15563__minimax,minimax-m2.5,87,4.3078,1,1,38783,48,0.0059175
swebench__django__django-15563__minimax,minimax-m2.5,61,0.7496,1,1,39204,49,0.0059507499999999994
swebench__django__django-15563__minimax,minimax-m2.5,79,0.747,1,1,39419,50,0.0060037
swebench__django__django-15569__minimax,minimax-m2.5,141,0.0,1,1,11519,1,0.00189
swebench__django__django-15569__minimax,minimax-m2.5,163,0.0346,1,1,11572,2,0.00192325
swebench__django__django-15569__minimax,minimax-m2.5,58,0.7065,1,1,12280,3,0.0019087
swebench__django__django-15569__minimax,minimax-m2.5,68,0.0272,1,1,12333,4,0.00192815
swebench__django__django-15569__minimax,minimax-m2.5,86,0.5713,1,1,15657,5,0.00244745
swebench__django__django-15569__minimax,minimax-m2.5,328,0.0616,1,1,19456,6,0.0032955999999999997
swebench__django__django-15569__minimax,minimax-m2.5,67,0.6886,1,1,19883,7,0.0030594999999999997
swebench__django__django-15569__minimax,minimax-m2.5,83,0.6939,1,1,20072,8,0.0031062499999999996
swebench__django__django-15569__minimax,minimax-m2.5,135,0.0909,1,1,20942,9,0.0032965499999999997
swebench__django__django-15569__minimax,minimax-m2.5,61,0.6946,1,1,21220,10,0.0032531500000000002
swebench__django__django-15569__minimax,minimax-m2.5,71,0.6969,1,1,21460,11,0.0033006499999999996
swebench__django__django-15569__minimax,minimax-m2.5,79,0.7009,1,1,21643,12,0.0033372999999999996
swebench__django__django-15569__minimax,minimax-m2.5,75,0.0667,1,1,22321,13,0.0034343999999999998
swebench__django__django-15569__minimax,minimax-m2.5,68,0.7052,1,1,22506,14,0.0034541
swebench__django__django-15569__minimax,minimax-m2.5,86,0.7017,1,1,22729,15,0.0035082499999999996
swebench__django__django-15569__minimax,minimax-m2.5,270,0.0967,1,1,23058,16,0.0037692
swebench__django__django-15569__minimax,minimax-m2.5,280,0.0531,1,1,23429,17,0.0038363499999999997
swebench__django__django-15569__minimax,minimax-m2.5,127,0.0694,1,1,24038,18,0.00375175
swebench__django__django-15569__minimax,minimax-m2.5,78,0.7091,1,1,24287,19,0.0037327499999999995
swebench__django__django-15569__minimax,minimax-m2.5,67,0.7167,1,1,24580,20,0.0037640499999999997
swebench__django__django-15569__minimax,minimax-m2.5,76,4.7573,1,1,25073,21,0.00384835
swebench__django__django-15569__minimax,minimax-m2.5,97,0.7063,1,1,25623,22,0.003955
swebench__django__django-15569__minimax,minimax-m2.5,2362,0.7122,1,1,27022,23,0.006769600000000001
swebench__django__django-15569__minimax,minimax-m2.5,72,0.7029,1,1,31193,24,0.0047617499999999995
swebench__django__django-15569__minimax,minimax-m2.5,73,0.0375,1,1,31248,25,0.00477115
swebench__django__django-15569__minimax,minimax-m2.5,718,1.0553,1,1,31560,26,0.005559699999999999
swebench__django__django-15569__minimax,minimax-m2.5,588,1.2051,1,1,32888,27,0.0056094
swebench__django__django-15569__minimax,minimax-m2.5,642,0.0333,1,1,32943,28,0.00567975
swebench__django__django-15569__minimax,minimax-m2.5,474,0.6866,1,1,34399,29,0.005704949999999999
swebench__django__django-15569__minimax,minimax-m2.5,649,0.076,1,1,35416,30,0.00605875
swebench__django__django-15569__minimax,minimax-m2.5,87,0.1439,1,1,36859,31,0.0056289
swebench__django__django-15569__minimax,minimax-m2.5,105,1.2289,1,1,37381,32,0.0057279
swebench__django__django-15569__minimax,minimax-m2.5,110,0.7299,1,1,37966,33,0.0058214
swebench__django__django-15569__minimax,minimax-m2.5,110,0.0662,1,1,38020,34,0.0058295
swebench__django__django-15569__minimax,minimax-m2.5,108,0.0662,1,1,38076,35,0.0058356
swebench__django__django-15569__minimax,minimax-m2.5,78,0.731,1,1,38938,36,0.0059304
swebench__django__django-15569__minimax,minimax-m2.5,109,0.7303,1,1,39695,37,0.006079599999999999
swebench__django__django-15569__minimax,minimax-m2.5,479,0.0751,1,1,39885,38,0.0065336
swebench__django__django-15572__minimax,minimax-m2.5,160,0.0,1,1,11212,1,0.0018658
swebench__django__django-15572__minimax,minimax-m2.5,58,0.7299,1,1,11913,2,0.0018536499999999999
swebench__django__django-15572__minimax,minimax-m2.5,64,0.6854,1,1,13164,3,0.0020482
swebench__django__django-15572__minimax,minimax-m2.5,64,0.0507,1,1,14008,4,0.0021748
swebench__django__django-15572__minimax,minimax-m2.5,71,0.1014,1,1,14716,5,0.00228905
swebench__django__django-15572__minimax,minimax-m2.5,299,0.0545,1,1,15582,6,0.00268115
swebench__django__django-15572__minimax,minimax-m2.5,358,0.085,1,1,18356,7,0.0031651
swebench__django__django-15572__minimax,minimax-m2.5,68,0.697,1,1,18865,8,0.00290795
swebench__django__django-15572__minimax,minimax-m2.5,327,0.2162,1,1,20252,9,0.00341385
swebench__django__django-15572__minimax,minimax-m2.5,274,0.701,1,1,20719,10,0.0034229499999999997
swebench__django__django-15572__minimax,minimax-m2.5,410,0.0396,1,1,20772,11,0.0035873
swebench__django__django-15572__minimax,minimax-m2.5,85,0.6081,1,1,21587,12,0.0033358
swebench__django__django-15572__minimax,minimax-m2.5,328,0.0564,1,1,22343,13,0.0037286499999999996
swebench__django__django-15572__minimax,minimax-m2.5,94,0.0695,1,1,23001,14,0.0035582499999999998
swebench__django__django-15572__minimax,minimax-m2.5,80,0.7122,1,1,23224,15,0.0035756
swebench__django__django-15572__minimax,minimax-m2.5,53,0.7033,1,1,23605,16,0.0036016999999999998
swebench__django__django-15572__minimax,minimax-m2.5,70,1.2112,1,1,23816,17,0.0036528999999999997
swebench__django__django-15572__minimax,minimax-m2.5,60,0.7081,1,1,24102,18,0.0036842999999999997
swebench__django__django-15572__minimax,minimax-m2.5,65,4.7727,1,1,24430,19,0.00373925
swebench__django__django-15572__minimax,minimax-m2.5,276,0.7127,1,1,24987,20,0.00406545
swebench__django__django-15572__minimax,minimax-m2.5,298,0.7187,1,1,25666,21,0.0041925999999999995
swebench__django__django-15572__minimax,minimax-m2.5,295,0.0549,1,1,25716,22,0.00419665
swebench__django__django-15572__minimax,minimax-m2.5,280,0.7257,1,1,26472,23,0.0042928
swebench__django__django-15572__minimax,minimax-m2.5,94,0.7194,1,1,27167,24,0.00418315
swebench__django__django-15572__minimax,minimax-m2.5,80,4.7758,1,1,27788,25,0.0042602
swebench__django__django-15572__minimax,minimax-m2.5,539,0.2736,1,1,28539,26,0.0049007
swebench__django__django-15629__minimax,minimax-m2.5,106,0.0,1,1,11956,1,0.0019153
swebench__django__django-15629__minimax,minimax-m2.5,144,0.0494,1,1,12008,2,0.0019668
swebench__django__django-15629__minimax,minimax-m2.5,196,0.7077,1,1,12699,3,0.0021302499999999998
swebench__django__django-15629__minimax,minimax-m2.5,134,0.6742,1,1,14113,4,0.0022710499999999997
swebench__django__django-15629__minimax,minimax-m2.5,76,0.6804,1,1,14536,5,0.0022678
swebench__django__django-15629__minimax,minimax-m2.5,102,0.6863,1,1,14721,6,0.0023254499999999997
swebench__django__django-15629__minimax,minimax-m2.5,85,0.6883,1,1,15037,7,0.0023533
swebench__django__django-15629__minimax,minimax-m2.5,87,0.06,1,1,15610,8,0.00244155
swebench__django__django-15629__minimax,minimax-m2.5,128,0.032,1,1,15664,9,0.0024968
swebench__django__django-15629__minimax,minimax-m2.5,76,1.253,1,1,16090,10,0.0025009
